Chemical Ingredient Name,API Number,OilAndGasGroup,Month,Production,Chemical Ingredient Mass (Thousand Pounds),Operator
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04947-0000,G,5,9.833333,1396.6851,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05456-0000,G,12,525.16669,5537.4395,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05457-0000,G,8,186.33333,798.5968,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05710-0000,G,7,1511.5,1219.7433,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05422-0000,G,12,135.66667,1745.2351,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04229-0000,G,8,1120.6666,824.96539,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05398-0000,G,11,1735.6666,3.7624493,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05470-0000,G,11,176.5,4.520359,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05524-0000,G,10,429.66666,2509.1787,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05191-0000,G,7,6547,1147.9427,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05015-0000,G,10,-0.16666667,620.67847,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05974-0000,G,11,38.166668,0.057469726,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06278-0000,G,11,1.5,965.84485,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05136-0000,G,7,4023.3333,397.31461,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05242-0000,G,10,33.5,1234.058,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05226-0000,G,11,244.5,856.60791,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04960-0000,G,11,24.5,1775.371,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05521-0000,G,9,7.5,754.81757,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05974-0000,G,11,6274.5,0.057469726,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05495-0000,G,11,30.5,1218.9901,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05189-0000,G,11,2015.5,1157.9963,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05657-0000,G,11,4.1666665,965.84998,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04807-0000,G,3,457.16666,1446.1381,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06489-0000,G,10,17.333334,1377.9561,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05657-0000,G,11,1485.8334,965.84998,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05116-0000,G,10,79.666664,1069.4417,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06489-0000,G,10,3329.8333,1377.9561,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05629-0000,G,10,533.5,1427.1261,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05505-0000,G,8,1246.5,794.82983,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05013-0000,G,12,2403.8333,618.60394,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06302-0000,G,12,396.16666,1313.5439,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05212-0000,G,12,12.833333,2208.678,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05505-0000,G,8,19.166666,794.82983,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05430-0000,G,6,1087.8334,1517.3699,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05484-0000,G,9,1006,3.7669659,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05484-0000,G,9,49.5,3.7669659,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05191-0000,G,12,269.66666,1147.9427,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05191-0000,G,12,1261,1147.9427,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05136-0000,G,12,880,397.31461,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05071-0000,G,12,1598.3334,782.58948,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05630-0000,G,12,2.6666667,1357.1154,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05206-0000,G,12,14.833333,716.10016,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05206-0000,G,12,36,716.10016,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05501-0000,G,7,259,1608.3199,Devon Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06639-0000,G,8,69.333336,2684.3396,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04808-0000,G,12,57.5,1171.1497,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05779-0000,G,11,1156.5,1836.3961,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05974-0000,G,9,1856.6666,0.057469726,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06319-0000,G,8,1.1666666,2408.9749,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05467-0000,G,8,54.5,1261.1802,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05070-0000,G,7,2902.1667,844.66986,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05189-0000,G,11,0.66666669,1157.9963,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04960-0000,G,11,2681.3333,1775.371,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06036-0000,G,7,5527.3335,1928.3098,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05365-0000,G,7,112.83334,1788.1787,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05884-0000,G,9,343,1934.3369,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06234-0000,G,9,5.6666665,2455.6848,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05433-0000,G,11,667.33331,142.39131,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06319-0000,G,8,5190.8335,2408.9749,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05328-0000,G,9,9.5,960.17426,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05227-0000,G,6,994,878.45642,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05138-0000,G,12,60,334.85797,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05138-0000,G,12,1116.6666,334.85797,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05293-0000,G,4,12.5,1253.2697,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06414-0000,G,4,3056.1667,2241.3447,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05810-0000,G,10,2112.3333,886.36719,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05827-0000,G,4,5871,2179.9429,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05484-0000,G,1,50.166668,3.7669659,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05779-0000,G,8,15.5,1836.3961,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05138-0000,G,4,10,334.85797,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05248-0000,G,8,250.16667,1137.2472,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05710-0000,G,4,32.333332,1219.7433,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05973-0000,G,1,2188.6667,2.6617236,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05718-0000,G,10,16,1799.1031,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05025-0000,G,4,4421.8335,306.2543,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05509-0000,G,8,1657.5,481.05411,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06562-0000,G,8,0.83333331,1326.3486,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05561-0000,G,4,1257.3334,828.72943,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05191-0000,G,8,934.16669,1147.9427,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05527-0000,G,8,1758.1666,1823.2114,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05472-0000,G,1,1489.6666,5.2737522,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05457-0000,G,1,10.833333,798.5968,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05053-0000,G,4,1023.5,693.04309,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05692-0000,G,3,2225,996.35492,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04959-0000,G,8,23.5,1861.6343,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05244-0000,G,10,68,1302.9933,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05071-0000,G,4,749.33331,782.58948,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05779-0000,G,8,144.33333,1836.3961,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05691-0000,G,8,1530.8334,825.19727,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05536-0000,G,4,390.66666,885.237,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05096-0000,G,4,26.5,1212.9628,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04946-0000,G,1,45.166668,1268.6812,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04229-0000,G,4,610.33331,824.96539,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05710-0000,G,4,578.33331,1219.7433,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05738-0000,G,1,2.5,1099.7335,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05779-0000,G,3,1567.8334,1836.3961,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05802-0000,G,1,10.333333,1156.4585,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05676-0000,G,11,3963.5,1757.6661,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05097-0000,G,11,636.83331,1117.6587,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04975-0000,G,11,212.16667,1138.9469,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05521-0000,G,12,661.66669,754.81757,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05087-0000,G,4,55.166668,992.21881,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05457-0000,G,11,1748.5,798.5968,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05071-0000,G,9,771.16669,782.58948,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05180-0000,G,8,803.33331,1131.5966,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05521-0000,G,12,123.33334,754.81757,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05051-0000,G,11,47.5,36.916264,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05525-0000,G,8,5466.5,2386.8293,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05561-0000,G,12,1881.3334,828.72943,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04947-0000,G,4,7.1666665,1396.6851,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05015-0000,G,1,1963.3334,620.67847,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05071-0000,G,12,972.5,782.58948,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05166-0000,G,11,1162.5,770.34448,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04974-0000,G,8,1685.5,1325.3633,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05734-0000,G,12,3.6666667,1035.0043,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04035-0000,G,7,2079.1667,1226.1472,Grayson Mill Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05503-0000,G,12,3145.5,1875.8082,Devon Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05205-0000,G,2,3540.8333,513.43744,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04651-0000,G,11,1195.3334,613.26196,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05536-0000,G,5,6.1666665,885.237,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05810-0000,G,10,3178.6667,886.36719,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05810-0000,G,10,749.33331,886.36719,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05293-0000,G,9,308.66666,1253.2697,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05290-0000,G,11,698.16669,1234.0581,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05100-0000,G,4,4940.1665,692.29071,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04650-0000,G,10,32.666668,641.86237,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05190-0000,G,10,-0.16666667,1216.887,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05097-0000,G,12,41,1117.6587,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05975-0000,G,12,3284.1667,0.05718489,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05087-0000,G,10,140.33333,992.21881,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05115-0000,G,7,36.166668,1135.3634,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05794-0000,G,12,199.66667,1642.1083,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05523-0000,G,8,5585.3335,1703.0453,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05710-0000,G,8,2052.1667,1219.7433,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04971-0000,G,12,4663.5,1507.5396,Enerplus Corporation
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05509-0000,G,7,3155,481.05411,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05794-0000,G,12,3299.3333,1642.1083,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04806-0000,G,9,90.5,1139.5071,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05259-0000,G,9,1820.1666,785.03558,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06253-0000,G,8,5.6666665,2202.5447,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05246-0000,G,12,663.66669,1333.5059,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05934-0000,G,4,6.6666665,31.642517,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05052-0000,G,3,15.333333,39.92984,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05158-0000,G,2,0.66666669,767.53961,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05097-0000,G,12,1709.3334,1117.6587,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04970-0000,G,12,36.166668,1327.4786,Enerplus Corporation
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05619-0000,G,4,50,3.7669659,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06031-0000,G,4,6392.6665,1776.5011,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05467-0000,G,8,50.666668,1261.1802,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05779-0000,G,2,359.33334,1836.3961,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06576-0000,G,12,2.3333333,1064.5413,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06638-0000,G,11,1921.8334,1542.9491,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05086-0000,G,8,14.5,1058.5173,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05657-0000,G,2,1827,965.84998,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05365-0000,G,12,333.33334,1788.1787,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05501-0000,G,12,1305.5,1608.3199,Devon Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05678-0000,G,2,1665.5,1806.26,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05166-0000,G,12,6.5,770.34448,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06405-0000,G,12,1.3333334,954.43921,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04962-0000,G,3,24.666666,1865.0249,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05794-0000,G,7,1397.3334,1642.1083,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04970-0000,G,7,286.5,1327.4786,Enerplus Corporation
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06605-0000,G,11,77,1474.0139,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05050-0000,G,2,12.833333,930.16913,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06416-0000,G,8,1268.5,1986.3212,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05205-0000,G,1,610.16669,513.43744,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05157-0000,G,7,5.3333335,718.62769,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05291-0000,G,7,1340.1666,1241.592,Oasis Petroleum
